threads: 1
FW_SR,1024,64,0.6926
FW_SR,1024,128,0.6176
FW_SR,1024,256,0.7819
FW_SR,2048,64,5.1653
FW_SR,2048,128,4.5693
FW_SR,2048,256,5.4576
FW_SR,4096,64,41.1403
FW_SR,4096,128,34.5198
FW_SR,4096,256,43.4962
threads: 2
FW_SR,1024,64,0.4372
FW_SR,1024,128,0.4550
FW_SR,1024,256,0.5920
FW_SR,2048,64,2.9075
FW_SR,2048,128,2.7879
FW_SR,2048,256,3.6611
FW_SR,4096,64,21.7443
FW_SR,4096,128,19.4582
FW_SR,4096,256,25.5663
threads: 4
FW_SR,1024,64,0.4063
FW_SR,1024,128,0.5279
FW_SR,1024,256,0.6900
FW_SR,2048,64,3.2361
FW_SR,2048,128,3.0696
FW_SR,2048,256,3.7625
FW_SR,4096,64,23.1493
FW_SR,4096,128,20.8200
FW_SR,4096,256,26.1825
threads: 6
FW_SR,1024,64,0.5085
FW_SR,1024,128,0.5240
FW_SR,1024,256,0.6848
FW_SR,2048,64,3.1671
FW_SR,2048,128,3.0704
FW_SR,2048,256,3.7155
FW_SR,4096,64,23.0542
FW_SR,4096,128,20.7312
FW_SR,4096,256,25.7092
threads: 8
FW_SR,1024,64,0.4795
FW_SR,1024,128,0.5238
FW_SR,1024,256,0.6556
FW_SR,2048,64,3.2546
FW_SR,2048,128,3.2024
FW_SR,2048,256,3.7756
FW_SR,4096,64,23.2079
FW_SR,4096,128,21.0321
FW_SR,4096,256,26.2175
threads: 16
FW_SR,1024,64,0.5343
FW_SR,1024,128,0.5338
FW_SR,1024,256,0.7035
FW_SR,2048,64,3.3790
FW_SR,2048,128,3.3812
FW_SR,2048,256,3.9514
FW_SR,4096,64,24.2833
FW_SR,4096,128,21.4224
FW_SR,4096,256,26.9581
threads: 32
FW_SR,1024,64,0.5465
FW_SR,1024,128,0.5520
FW_SR,1024,256,0.7291
FW_SR,2048,64,3.9496
FW_SR,2048,128,3.6241
FW_SR,2048,256,4.1123
FW_SR,4096,64,25.6664
FW_SR,4096,128,22.8186
FW_SR,4096,256,28.8982
threads: 64
FW_SR,1024,64,0.7072
FW_SR,1024,128,0.6016
FW_SR,1024,256,0.8107
FW_SR,2048,64,4.8299
FW_SR,2048,128,3.9723
FW_SR,2048,256,4.5843
FW_SR,4096,64,29.4507
FW_SR,4096,128,24.3301
FW_SR,4096,256,29.3413
