threads: 1
FW_SR,1024,64,0.2596
FW_SR,1024,128,0.0594
FW_SR,1024,256,0.0149
FW_SR,2048,64,1.8991
FW_SR,2048,128,0.4863
FW_SR,2048,256,0.1235
FW_SR,4096,64,15.1430
FW_SR,4096,128,3.7854
FW_SR,4096,256,0.9427
threads: 2
FW_SR,1024,64,0.1870
FW_SR,1024,128,0.0430
FW_SR,1024,256,0.0124
FW_SR,2048,64,1.3644
FW_SR,2048,128,0.3410
FW_SR,2048,256,0.1056
FW_SR,4096,64,10.9910
FW_SR,4096,128,2.7538
FW_SR,4096,256,0.6893
threads: 4
FW_SR,1024,64,0.1526
FW_SR,1024,128,0.0419
FW_SR,1024,256,0.0187
FW_SR,2048,64,1.1523
FW_SR,2048,128,0.2605
FW_SR,2048,256,0.0783
FW_SR,4096,64,9.0459
FW_SR,4096,128,2.2476
FW_SR,4096,256,0.5604
threads: 6
FW_SR,1024,64,0.1462
FW_SR,1024,128,0.0558
FW_SR,1024,256,0.0129
FW_SR,2048,64,1.1330
FW_SR,2048,128,0.2679
FW_SR,2048,256,0.0717
FW_SR,4096,64,8.9650
FW_SR,4096,128,2.2430
FW_SR,4096,256,0.5638
threads: 8
FW_SR,1024,64,0.1501
FW_SR,1024,128,0.0574
FW_SR,1024,256,0.0217
FW_SR,2048,64,1.1247
FW_SR,2048,128,0.2705
FW_SR,2048,256,0.0842
FW_SR,4096,64,8.9541
FW_SR,4096,128,2.2706
FW_SR,4096,256,0.5747
threads: 16
FW_SR,1024,64,0.1558
FW_SR,1024,128,0.0484
FW_SR,1024,256,0.0213
FW_SR,2048,64,1.1756
FW_SR,2048,128,0.2756
FW_SR,2048,256,0.0761
FW_SR,4096,64,9.0051
FW_SR,4096,128,2.2841
FW_SR,4096,256,0.6291
threads: 32
FW_SR,1024,64,0.1747
FW_SR,1024,128,0.0549
FW_SR,1024,256,0.0269
FW_SR,2048,64,1.2289
FW_SR,2048,128,0.3467
FW_SR,2048,256,0.1009
FW_SR,4096,64,9.0966
FW_SR,4096,128,2.3134
FW_SR,4096,256,0.5553
threads: 64
FW_SR,1024,64,0.1921
FW_SR,1024,128,0.0703
FW_SR,1024,256,0.0247
FW_SR,2048,64,1.2256
FW_SR,2048,128,0.3576
FW_SR,2048,256,0.1073
FW_SR,4096,64,8.9781
FW_SR,4096,128,2.3508
FW_SR,4096,256,0.6526
